path,bytes,area,review_method,note
.superpowers/brainstorm/11252-1787951942/content/waiting-hybrid-subcategories.html,332,Generated design previews,Inventory; archive candidate; not production runtime,
.superpowers/brainstorm/11252-1787951942/state/server-stopped,52,Generated design previews,Inventory; archive candidate; not production runtime,
.superpowers/brainstorm/18266-1787965814/content/bluebook-air-refined.html,19243,Generated design previews,Inventory; archive candidate; not production runtime,
.superpowers/brainstorm/18266-1787965814/content/practice-runner-directions.html,27103,Generated design previews,Inventory; archive candidate; not production runtime,
.superpowers/brainstorm/18266-1787965814/state/server-stopped,52,Generated design previews,Inventory; archive candidate; not production runtime,
.superpowers/brainstorm/27060-1787988112/content/practice-runner-refinement.html,24930,Generated design previews,Inventory; archive candidate; not production runtime,
.superpowers/brainstorm/27060-1787988112/content/settings-directions.html,37629,Generated design previews,Inventory; archive candidate; not production runtime,
.superpowers/brainstorm/27060-1787988112/content/waiting-for-spec-review.html,357,Generated design previews,Inventory; archive candidate; not production runtime,
.superpowers/brainstorm/27060-1787988112/state/server-stopped,52,Generated design previews,Inventory; archive candidate; not production runtime,
.superpowers/brainstorm/35725-1788025001/content/calculator-docked-workspace.html,21304,Generated design previews,Inventory; archive candidate; not production runtime,
.superpowers/brainstorm/35725-1788025001/content/waiting-for-docked-spec-review.html,336,Generated design previews,Inventory; archive candidate; not production runtime,
.superpowers/brainstorm/35725-1788025001/state/server-info,307,Generated design previews,Inventory; archive candidate; not production runtime,
.superpowers/brainstorm/41220-1788037752/state/server-stopped,52,Generated design previews,Inventory; archive candidate; not production runtime,
.superpowers/brainstorm/8368-1787946156/content/dashboard-directions.html,43527,Generated design previews,Inventory; archive candidate; not production runtime,
.superpowers/brainstorm/8368-1787946156/content/option-c-target-v2.html,20424,Generated design previews,Inventory; archive candidate; not production runtime,
.superpowers/brainstorm/8368-1787946156/state/server-stopped,52,Generated design previews,Inventory; archive candidate; not production runtime,
.superpowers/brainstorm/admin-imports-20260828/content/imports-directions.html,13555,Generated design previews,Inventory; archive candidate; not production runtime,
.superpowers/brainstorm/admin-imports-20260828/content/imports-light-directions.html,15498,Generated design previews,Inventory; archive candidate; not production runtime,
.superpowers/brainstorm/admin-imports-20260828/content/modern-studio-refined.html,16056,Generated design previews,Inventory; archive candidate; not production runtime,
.superpowers/brainstorm/admin-imports-20260828/state/events,40168,Generated design previews,Inventory; archive candidate; not production runtime,
.superpowers/brainstorm/admin-imports-20260828/state/server-info,285,Generated design previews,Inventory; archive candidate; not production runtime,
LICENSE,11558,Root configuration/documentation,Configuration and repository inventory review,
README.md,64,Root configuration/documentation,Configuration and repository inventory review,
app/(admin)/admin/import-jobs/[id]/page.tsx,2173,Admin UI,Static import scan and route/data flow review,
app/(admin)/admin/import-jobs/new/page.tsx,10430,Admin UI,Static import scan and route/data flow review,
app/(admin)/admin/import-jobs/page.tsx,10626,Admin UI,Static import scan and route/data flow review,
app/(admin)/admin/page.tsx,182,Admin UI,Static import scan and route/data flow review,
app/(admin)/admin/questions/[id]/edit/page.tsx,3968,Admin UI,Static import scan and route/data flow review,
app/(admin)/admin/questions/new/page.tsx,1686,Admin UI,Static import scan and route/data flow review,
app/(admin)/admin/questions/page.tsx,4561,Admin UI,Static import scan and route/data flow review,
app/(admin)/admin/subscriptions/page.tsx,7807,Admin UI,Static import scan and route/data flow review,
app/(admin)/admin/users/page.tsx,1989,Admin UI,Static import scan and route/data flow review,
app/(admin)/layout.tsx,3651,Admin UI,Static import scan and route/data flow review,
app/(app)/analytics/page.tsx,1548,Student/public UI and auth,Static import scan and route/data flow review; selected browser checks,
app/(app)/dashboard/page.tsx,18823,Student/public UI and auth,Static import scan and route/data flow review; selected browser checks,
app/(app)/layout.tsx,1230,Student/public UI and auth,Static import scan and route/data flow review; selected browser checks,
app/(app)/loading.tsx,1202,Student/public UI and auth,Static import scan and route/data flow review; selected browser checks,
app/(app)/mock/page.tsx,229,Student/public UI and auth,Static import scan and route/data flow review; selected browser checks,
app/(app)/question-bank/page.tsx,1796,Student/public UI and auth,Static import scan and route/data flow review; selected browser checks,
app/(app)/settings/page.tsx,1113,Student/public UI and auth,Static import scan and route/data flow review; selected browser checks,
app/(auth)/forgot-password/page.tsx,229,Student/public UI and auth,Static import scan and route/data flow review; selected browser checks,
app/(auth)/layout.tsx,924,Student/public UI and auth,Static import scan and route/data flow review; selected browser checks,
app/(auth)/login/page.tsx,347,Student/public UI and auth,Static import scan and route/data flow review; selected browser checks,
app/(auth)/reset-password/page.tsx,4358,Student/public UI and auth,Static import scan and route/data flow review; selected browser checks,
app/(auth)/signup/page.tsx,196,Student/public UI and auth,Static import scan and route/data flow review; selected browser checks,
app/(public)/layout.tsx,1274,Student/public UI and auth,Static import scan and route/data flow review; selected browser checks,
app/(public)/page.tsx,3743,Student/public UI and auth,Static import scan and route/data flow review; selected browser checks,
app/api/admin/import-jobs/[id]/items/[itemId]/route.ts,5914,Admin API,Static import scan and authorization/content pipeline review,
app/api/admin/import-jobs/[id]/promote/route.ts,6015,Admin API,Static import scan and authorization/content pipeline review,
app/api/admin/import-jobs/[id]/route.ts,3992,Admin API,Static import scan and authorization/content pipeline review,
app/api/admin/import-jobs/html/route.ts,8643,Admin API,Static import scan and authorization/content pipeline review,
app/api/admin/import-jobs/route.ts,759,Admin API,Static import scan and authorization/content pipeline review,
app/api/admin/questions/[id]/route.ts,4281,Admin API,Static import scan and authorization/content pipeline review,
app/api/admin/questions/bulk/route.ts,2720,Admin API,Static import scan and authorization/content pipeline review,
app/api/admin/questions/route.ts,2355,Admin API,Static import scan and authorization/content pipeline review,
app/api/admin/users/[id]/route.ts,3222,Admin API,Static import scan and authorization/content pipeline review,
app/api/ai/insights/route.ts,3065,Student/API infrastructure,Static import scan and request/data flow review; selected anonymous HTTP checks,
app/api/health/route.ts,752,Student/API infrastructure,Static import scan and request/data flow review; selected anonymous HTTP checks,
app/api/mock/start/route.ts,2671,Student/API infrastructure,Static import scan and request/data flow review; selected anonymous HTTP checks,
app/api/mock/submit/route.ts,4501,Student/API infrastructure,Static import scan and request/data flow review; selected anonymous HTTP checks,
app/api/practice/answer/route.ts,3356,Student/API infrastructure,Static import scan and request/data flow review; selected anonymous HTTP checks,
app/api/practice/manifest/route.ts,3373,Student/API infrastructure,Static import scan and request/data flow review; selected anonymous HTTP checks,
app/api/practice/overview/route.ts,724,Student/API infrastructure,Static import scan and request/data flow review; selected anonymous HTTP checks,
app/api/practice/question/route.ts,1242,Student/API infrastructure,Static import scan and request/data flow review; selected anonymous HTTP checks,
app/api/profile/timezone/route.ts,955,Student/API infrastructure,Static import scan and request/data flow review; selected anonymous HTTP checks,
app/auth/callback/route.ts,1103,Student/public UI and auth,Static import scan and route/data flow review; selected browser checks,
app/globals.css,497957,Student/public UI and auth,Static import scan and route/data flow review; selected browser checks,
app/layout.tsx,1961,Student/public UI and auth,Static import scan and route/data flow review; selected browser checks,
app/providers.tsx,1225,Student/public UI and auth,Static import scan and route/data flow review; selected browser checks,
components/admin/admin-nav.tsx,2322,UI component,Static import/reachability scan and feature flow review; no per-component test guarantee,
components/admin/delete-import-job-button.tsx,1318,UI component,Static import/reachability scan and feature flow review; no per-component test guarantee,
components/admin/import-review-stream.tsx,32992,UI component,Static import/reachability scan and feature flow review; no per-component test guarantee,
components/admin/import-status-pill.tsx,1273,UI component,Static import/reachability scan and feature flow review; no per-component test guarantee,
components/admin/question-form.tsx,32927,UI component,Static import/reachability scan and feature flow review; no per-component test guarantee,
components/admin/questions-table.tsx,19668,UI component,Static import/reachability scan and feature flow review; no per-component test guarantee,
components/admin/users-table.tsx,8514,UI component,Static import/reachability scan and feature flow review; no per-component test guarantee,
components/analytics/ai-insight-panel.tsx,6012,UI component,Static import/reachability scan and feature flow review; no per-component test guarantee,
components/analytics/analytics-observatory.tsx,17573,UI component,Static import/reachability scan and feature flow review; no per-component test guarantee,
components/analytics/charts.tsx,9720,UI component,Static import/reachability scan and feature flow review; no per-component test guarantee,
components/analytics/readiness-trajectory.tsx,7511,UI component,Static import/reachability scan and feature flow review; no per-component test guarantee,
components/app-menu-button.tsx,594,UI component,Static import/reachability scan and feature flow review; no per-component test guarantee,
components/app-shell.tsx,1635,UI component,Static import/reachability scan and feature flow review; no per-component test guarantee,
components/app-sidebar.tsx,6757,UI component,Static import/reachability scan and feature flow review; no per-component test guarantee,
components/app-topbar.tsx,560,UI component,Static import/reachability scan and feature flow review; no per-component test guarantee,
components/auth/forgot-password-form.tsx,3643,UI component,Static import/reachability scan and feature flow review; no per-component test guarantee,
components/auth/login-form.tsx,4574,UI component,Static import/reachability scan and feature flow review; no per-component test guarantee,
components/auth/signup-form.tsx,8308,UI component,Static import/reachability scan and feature flow review; no per-component test guarantee,
components/dashboard/accuracy-trend.tsx,6422,UI component,Static import/reachability scan and feature flow review; no per-component test guarantee,
components/dashboard/count-up.tsx,1676,UI component,Static import/reachability scan and feature flow review; no per-component test guarantee,
components/dashboard/reveal.tsx,1488,UI component,Static import/reachability scan and feature flow review; no per-component test guarantee,
components/exam/exam-chrome.tsx,14101,UI component,Static import/reachability scan and feature flow review; no per-component test guarantee,
components/exam/exam-toolbar.tsx,16314,UI component,Static import/reachability scan and feature flow review; no per-component test guarantee,
components/mock/mock-runner.tsx,37555,UI component,Static import/reachability scan and feature flow review; no per-component test guarantee,
components/practice/practice-arcade-art.tsx,1074,UI component,Static import/reachability scan and feature flow review; no per-component test guarantee,
components/practice/practice-browse.tsx,20822,UI component,Static import/reachability scan and feature flow review; no per-component test guarantee,
components/practice/practice-desmos-panel.tsx,6132,UI component,Static import/reachability scan and feature flow review; no per-component test guarantee,
components/practice/practice-highlighter.tsx,7200,UI component,Static import/reachability scan and feature flow review; no per-component test guarantee,
components/practice/practice-reference-modal.tsx,7206,UI component,Static import/reachability scan and feature flow review; no per-component test guarantee,
components/practice/practice-runner.tsx,29420,UI component,Static import/reachability scan and feature flow review; no per-component test guarantee,
components/practice/practice-shell.tsx,3882,UI component,Static import/reachability scan and feature flow review; no per-component test guarantee,
components/practice/practice-workspace.tsx,12183,UI component,Static import/reachability scan and feature flow review; no per-component test guarantee,
components/practice/types.ts,609,UI component,Static import/reachability scan and feature flow review; no per-component test guarantee,
components/progression/reward-feedback.tsx,2329,UI component,Static import/reachability scan and feature flow review; no per-component test guarantee,
components/progression/timezone-sync.tsx,703,UI component,Static import/reachability scan and feature flow review; no per-component test guarantee,
components/reading/chart-figure.tsx,624,UI component,Static import/reachability scan and feature flow review; no per-component test guarantee,
components/reading/grid-in-input.tsx,1778,UI component,Static import/reachability scan and feature flow review; no per-component test guarantee,
components/reading/passage-reader.tsx,3406,UI component,Static import/reachability scan and feature flow review; no per-component test guarantee,
components/reading/question-body.tsx,1485,UI component,Static import/reachability scan and feature flow review; no per-component test guarantee,
components/reading/table-figure.tsx,402,UI component,Static import/reachability scan and feature flow review; no per-component test guarantee,
components/resend-verification-button.tsx,758,UI component,Static import/reachability scan and feature flow review; no per-component test guarantee,
components/settings-form.tsx,15808,UI component,Static import/reachability scan and feature flow review; no per-component test guarantee,
components/sign-out-button.tsx,778,UI component,Static import/reachability scan and feature flow review; no per-component test guarantee,
components/theme-toggle.tsx,2818,UI component,Static import/reachability scan and feature flow review; no per-component test guarantee,
design/bahromjon.jpg,59424,Landing design reference,HTML design review; image asset inventory,
design/landing.html,66493,Landing design reference,HTML design review; image asset inventory,
docs/00-README.md,6504,Documentation and design history,Cross-check against implementation; historical plans are not proof of shipped features,
docs/01-architecture.md,12185,Documentation and design history,Cross-check against implementation; historical plans are not proof of shipped features,
docs/02-database-schema.md,17327,Documentation and design history,Cross-check against implementation; historical plans are not proof of shipped features,
docs/03-api-reference.md,14905,Documentation and design history,Cross-check against implementation; historical plans are not proof of shipped features,
docs/04-feature-roadmap.md,12167,Documentation and design history,Cross-check against implementation; historical plans are not proof of shipped features,
docs/05-security.md,12356,Documentation and design history,Cross-check against implementation; historical plans are not proof of shipped features,
docs/06-design-system.md,12835,Documentation and design history,Cross-check against implementation; historical plans are not proof of shipped features,
docs/07-ux-flows.md,14464,Documentation and design history,Cross-check against implementation; historical plans are not proof of shipped features,
docs/08-admin-panel.md,10824,Documentation and design history,Cross-check against implementation; historical plans are not proof of shipped features,
docs/09-ai-features.md,12383,Documentation and design history,Cross-check against implementation; historical plans are not proof of shipped features,
docs/10-monetization-payments.md,16567,Documentation and design history,Cross-check against implementation; historical plans are not proof of shipped features,
docs/11-content-pipeline.md,10219,Documentation and design history,Cross-check against implementation; historical plans are not proof of shipped features,
docs/12-testing-strategy.md,15885,Documentation and design history,Cross-check against implementation; historical plans are not proof of shipped features,
docs/13-deployment-ops.md,14475,Documentation and design history,Cross-check against implementation; historical plans are not proof of shipped features,
docs/14-analytics-emails.md,13155,Documentation and design history,Cross-check against implementation; historical plans are not proof of shipped features,
docs/15-html-import-schema.md,9799,Documentation and design history,Cross-check against implementation; historical plans are not proof of shipped features,
docs/superpowers/plans/2026-08-29-navigation-practice-performance.md,5288,Documentation and design history,Cross-check against implementation; historical plans are not proof of shipped features,
docs/superpowers/plans/2026-08-30-question-graphite-ledger-revision.md,2318,Documentation and design history,Cross-check against implementation; historical plans are not proof of shipped features,
docs/superpowers/plans/2026-08-30-question-guided-authoring-studio.md,2904,Documentation and design history,Cross-check against implementation; historical plans are not proof of shipped features,
docs/superpowers/plans/2026-09-08-analytics-score-observatory.md,4808,Documentation and design history,Cross-check against implementation; historical plans are not proof of shipped features,
docs/superpowers/plans/2026-09-08-streak-xp-progression.md,12381,Documentation and design history,Cross-check against implementation; historical plans are not proof of shipped features,
docs/superpowers/specs/2026-08-28-admin-imports-modern-studio-design.md,5199,Documentation and design history,Cross-check against implementation; historical plans are not proof of shipped features,
docs/superpowers/specs/2026-08-29-dashboard-focus-arcade-design.md,4509,Documentation and design history,Cross-check against implementation; historical plans are not proof of shipped features,
docs/superpowers/specs/2026-08-29-navigation-practice-performance-design.md,13515,Documentation and design history,Cross-check against implementation; historical plans are not proof of shipped features,
docs/superpowers/specs/2026-08-29-practice-runner-bluebook-air-design.md,9440,Documentation and design history,Cross-check against implementation; historical plans are not proof of shipped features,
docs/superpowers/specs/2026-08-29-practice-runner-bluebook-air-refinements-design.md,16270,Documentation and design history,Cross-check against implementation; historical plans are not proof of shipped features,
docs/superpowers/specs/2026-08-29-practice-runner-docked-calculator-design.md,13468,Documentation and design history,Cross-check against implementation; historical plans are not proof of shipped features,
docs/superpowers/specs/2026-08-29-question-bank-practice-arcade-design.md,10045,Documentation and design history,Cross-check against implementation; historical plans are not proof of shipped features,
docs/superpowers/specs/2026-08-29-settings-mission-control-design.md,8955,Documentation and design history,Cross-check against implementation; historical plans are not proof of shipped features,
docs/superpowers/specs/2026-08-30-admin-import-guided-runway-design.md,9265,Documentation and design history,Cross-check against implementation; historical plans are not proof of shipped features,
docs/superpowers/specs/2026-08-30-admin-questions-operations-cockpit-design.md,9460,Documentation and design history,Cross-check against implementation; historical plans are not proof of shipped features,
docs/superpowers/specs/2026-08-30-admin-users-pulse-desk-design.md,16468,Documentation and design history,Cross-check against implementation; historical plans are not proof of shipped features,
docs/superpowers/specs/2026-08-30-question-graphite-ledger-revision-design.md,9602,Documentation and design history,Cross-check against implementation; historical plans are not proof of shipped features,
docs/superpowers/specs/2026-08-30-question-guided-authoring-studio-design.md,13313,Documentation and design history,Cross-check against implementation; historical plans are not proof of shipped features,
docs/superpowers/specs/2026-08-30-unified-app-shell-design.md,4951,Documentation and design history,Cross-check against implementation; historical plans are not proof of shipped features,
docs/superpowers/specs/2026-09-07-admin-import-review-audit-stream-revision-design.md,8427,Documentation and design history,Cross-check against implementation; historical plans are not proof of shipped features,
docs/superpowers/specs/2026-09-07-admin-import-review-quality-cockpit-design.md,16545,Documentation and design history,Cross-check against implementation; historical plans are not proof of shipped features,
docs/superpowers/specs/2026-09-07-manrope-rich-text-typography-design.md,4349,Documentation and design history,Cross-check against implementation; historical plans are not proof of shipped features,
docs/superpowers/specs/2026-09-08-analytics-score-observatory-design.md,13228,Documentation and design history,Cross-check against implementation; historical plans are not proof of shipped features,
docs/superpowers/specs/2026-09-08-streak-xp-progression-design.md,14629,Documentation and design history,Cross-check against implementation; historical plans are not proof of shipped features,
drizzle.config.ts,266,Root configuration/documentation,Configuration and repository inventory review,
drizzle/schema.ts,24541,"Database schema, SQL and seeds",Schema/migration review; SQL not applied during audit,
drizzle/seeds/01_subjects_categories.ts,3670,"Database schema, SQL and seeds",Schema/migration review; SQL not applied during audit,
drizzle/seeds/02_storage_buckets.ts,1602,"Database schema, SQL and seeds",Schema/migration review; SQL not applied during audit,
drizzle/seeds/03_topics.ts,1488,"Database schema, SQL and seeds",Schema/migration review; SQL not applied during audit,
drizzle/seeds/run-storage-setup.ts,768,"Database schema, SQL and seeds",Schema/migration review; SQL not applied during audit,
drizzle/seeds/run.ts,832,"Database schema, SQL and seeds",Schema/migration review; SQL not applied during audit,
drizzle/sql/001_import_pipeline.sql,8303,"Database schema, SQL and seeds",Schema/migration review; SQL not applied during audit,
drizzle/sql/002_exams_and_topics.sql,8204,"Database schema, SQL and seeds",Schema/migration review; SQL not applied during audit,
drizzle/sql/003_import_items_topic.sql,1565,"Database schema, SQL and seeds",Schema/migration review; SQL not applied during audit,
drizzle/sql/004_html_import.sql,1469,"Database schema, SQL and seeds",Schema/migration review; SQL not applied during audit,
drizzle/sql/005_chart_svg.sql,1203,"Database schema, SQL and seeds",Schema/migration review; SQL not applied during audit,
drizzle/sql/006_tables.sql,1564,"Database schema, SQL and seeds",Schema/migration review; SQL not applied during audit,
drizzle/sql/007_drop_legacy_correct_answer_check.sql,1196,"Database schema, SQL and seeds",Schema/migration review; SQL not applied during audit,
drizzle/sql/008_questions_source_ref.sql,1706,"Database schema, SQL and seeds",Schema/migration review; SQL not applied during audit,
drizzle/sql/009_drop_pdf_import_columns.sql,1395,"Database schema, SQL and seeds",Schema/migration review; SQL not applied during audit,
drizzle/sql/010_practice_performance.sql,9883,"Database schema, SQL and seeds",Schema/migration review; SQL not applied during audit,
drizzle/sql/011_drop_daily_question.sql,1626,"Database schema, SQL and seeds",Schema/migration review; SQL not applied during audit,
drizzle/sql/012_streak_xp_progression.sql,14401,"Database schema, SQL and seeds",Schema/migration review; SQL not applied during audit,
eslint.config.mjs,440,Root configuration/documentation,Configuration and repository inventory review,
exam_question_files/reading_medium_questions_257.html,962498,Import fixture,Read-only full parser validation: 257 questions,
lib/admin/audit.ts,1247,Application library,Static import/reachability scan and domain logic review,
lib/admin/import-job-counts.ts,714,Application library,Static import/reachability scan and domain logic review,
lib/admin/question-validation.ts,4356,Application library,Static import/reachability scan and domain logic review,
lib/admin/require-admin.ts,1206,Application library,Static import/reachability scan and domain logic review,
lib/ai/client.ts,2727,Application library,Static import/reachability scan and domain logic review,
lib/ai/weakness.ts,5830,Application library,Static import/reachability scan and domain logic review,
lib/analytics/dashboard-snapshot.ts,7969,Application library,Static import/reachability scan and domain logic review,
lib/analytics/overview.ts,11613,Application library,Static import/reachability scan and domain logic review,
lib/analytics/readiness.test.ts,3362,Automated test,Executed existing test suite; included in AST scan,
lib/analytics/readiness.ts,5973,Application library,Static import/reachability scan and domain logic review,
lib/grading/grid-in.ts,1735,Application library,Static import/reachability scan and domain logic review,
lib/import/html-questions.ts,17991,Application library,Static import/reachability scan and domain logic review,
lib/import/html-validate.ts,2882,Application library,Static import/reachability scan and domain logic review,
lib/import/richtext-sanitize.test.ts,952,Automated test,Executed existing test suite; included in AST scan,
